,pdfsize,metadata size,pages,xref Length,title characters,images,text,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,JS,Javascript,OpenAction
5590,78.0,394.0,18.0,346.0,29.0,0.0,1.0,68.0,68.0,25.0,25.0,2.0,2.0,7,18.0,0.0,0.0,0.0
3604,15.0,180.0,1.0,10.0,0.0,0.0,0.0,72.0,72.0,55.0,55.0,1.0,1.0,2,1.0,5.0,6.0,0.0
3720,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,8.0,8.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
4585,33.0,328.0,2.0,20.0,12.0,2.0,1.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
3350,9.0,180.0,1.0,216.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4516,9.0,180.0,1.0,9.0,0.0,0.0,0.0,27.0,26.0,7.0,7.0,3.0,3.0,10,2.0,1.0,1.0,1.0
5307,10.0,180.0,22.0,36.0,0.0,0.0,0.0,10.0,9.0,2.0,2.0,0.0,0.0,1,1.0,2.0,3.0,0.0
6634,99.0,283.0,1.0,26.0,0.0,8.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
7415,82.0,344.0,6.0,755.0,18.0,0.0,1.0,81.0,81.0,71.0,71.0,0.0,0.0,10,6.0,0.0,0.0,0.0
2089,154.0,180.0,1.0,6.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
618,7.0,180.0,1.0,10.0,0.0,0.0,0.0,13.0,13.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
1429,24.0,286.0,1.0,13.0,5.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6464,83.0,283.0,1.0,28.0,0.0,10.0,0.0,93.0,93.0,21.0,21.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1951,14.0,364.0,7.0,25.0,13.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2143,232.0,180.0,1.0,6.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
3583,244.0,343.0,1.0,21.0,46.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
7844,97.0,387.0,4.0,1016.0,14.0,0.0,1.0,72.0,72.0,65.0,65.0,0.0,0.0,10,3.0,0.0,0.0,0.0
4424,78.0,180.0,1.0,11.0,0.0,0.0,0.0,10.0,10.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2.0,0.0
7374,66.0,332.0,2.0,285.0,16.0,1.0,1.0,61.0,61.0,54.0,54.0,0.0,0.0,12,3.0,0.0,0.0,0.0
10107,394.0298121460782,316.2783347461939,8.932408192329943,137.04574717710554,18.180930792445647,9.20277542301017,1.0,155.06759180767006,155.06759180767006,85.42739547658486,85.42739547658486,2.0,2.0,7,7.278334746193898,0.0,0.0,0.0
9626,42.0,292.0,3.0,41.0,13.0,0.0,1.0,19.0,19.0,4.0,4.0,2.0,2.0,7,3.0,0.0,0.0,1.0
1556,3.0,180.0,1.0,10.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4670,4.0,464.0,2.0,14.0,12.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
3682,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,68.0,68.0,54.0,53.0,0.0,0.0,3,3.0,4.0,2.0,0.0
9294,19.0,260.0,1.0,12.0,0.0,1.0,0.0,39.0,39.0,32.0,32.0,0.0,0.0,10,4.0,0.0,0.0,0.0
2401,5.0,243.0,1.0,16.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
2946,9.0,180.0,1.0,216.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8443,119.0,283.0,1.0,50.0,0.0,32.0,0.0,49.0,49.0,37.0,37.0,2.0,2.0,7,1.0,0.0,0.0,0.0
119,15.0,224.0,0.0,20.0,7.0,0.0,0.0,13.0,13.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
8703,194.0,430.0,24.0,178.0,25.0,3.0,1.0,74.0,74.0,25.0,25.0,3.0,3.0,10,7.0,0.0,0.0,0.0
3508,80.0,256.0,1.0,75.0,0.0,1.0,0.0,8.0,7.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9929,59.0,371.0,1.0,16.0,16.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
561,7.0,239.0,1.0,10.0,8.0,0.0,1.0,121.0,121.0,14.0,14.0,3.0,3.0,10,3.0,2.0,3.0,0.0
7934,82.0,405.0,2.0,379.0,34.0,0.0,1.0,78.0,78.0,72.0,72.0,0.0,0.0,10,2.0,0.0,0.0,0.0
4269,6.0,243.0,1.0,10.0,12.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
802,9.0,180.0,1.0,9.0,0.0,0.0,0.0,17.0,17.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
2197,15.0,256.0,1.0,16.0,0.0,0.0,0.0,68.0,68.0,51.0,51.0,1.0,1.0,2,1.0,5.0,6.0,0.0
5928,42.0,498.0,5.0,394.0,68.0,0.0,1.0,43.0,43.0,16.0,16.0,2.0,2.0,7,5.0,0.0,0.0,0.0
2569,7.0,250.0,1.0,15.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
10428,15.371264171438446,252.20957860952052,5.419157219041036,32.20957860952052,0.0,0.0,1.0,28.161685561917928,28.161685561917928,6.790421390479482,6.790421390479482,1.209578609520518,1.209578609520518,3,6.580842780958964,0.0,0.0,0.0
4521,9.0,291.0,1.0,10.0,13.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
6370,77.0,283.0,1.0,27.0,0.0,9.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8467,279.0,282.0,7.0,68.0,0.0,7.0,1.0,79.0,79.0,18.0,18.0,2.0,2.0,7,8.0,0.0,0.0,0.0
6399,78.0,272.0,1.0,21.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
5261,13.0,180.0,2.0,24.0,0.0,0.0,0.0,14.0,14.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
10543,90.54485497817186,283.0,1.0,26.455145021828137,0.0,8.455145021828137,0.0,12.634564934515588,12.634564934515588,7.358839825374901,7.358839825374901,0.9102900436562749,0.9102900436562749,7,1.0,0.0,0.0,0.0
4704,9.0,180.0,1.0,9.0,0.0,0.0,0.0,11.0,11.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
8330,106.0,356.0,3.0,1766.0,33.0,0.0,1.0,263.0,263.0,125.0,125.0,2.0,2.0,2,3.0,2.0,3.0,0.0
10473,94.27411032706632,537.3290117200811,1.0,973.6294483646684,37.09829342823053,0.8431009388242107,1.0,45.29673240465684,45.29673240465684,30.96031220471474,30.96031220471474,0.470697183527368,0.470697183527368,3,0.15689906117578933,0.31379812235157867,0.470697183527368,0.0
7563,318.0,368.0,2.0,345.0,26.0,1.0,1.0,63.0,63.0,57.0,57.0,0.0,0.0,10,2.0,0.0,0.0,0.0
4429,7.0,256.0,1.0,16.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
3476,206.0,286.0,1.0,60.0,0.0,1.0,1.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9997,75.0,360.0,1.0,16.0,16.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3265,6.0,180.0,2.0,14.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2284,94.0,180.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
5775,75.0,374.0,6.0,65.0,62.0,0.0,1.0,64.0,64.0,21.0,21.0,2.0,2.0,7,6.0,0.0,0.0,0.0
3984,7.0,239.0,1.0,10.0,8.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
5822,80.0,273.0,3.0,86.0,0.0,0.0,1.0,48.0,48.0,43.0,43.0,0.0,0.0,7,3.0,0.0,0.0,0.0
5126,828.0,180.0,1.0,9.0,0.0,0.0,0.0,130.0,125.0,18.0,18.0,2.0,2.0,7,3.0,2.0,3.0,2.0
4488,4.0,389.0,2.0,13.0,11.0,0.0,1.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
9574,59.0,229.0,11.0,51.0,0.0,0.0,1.0,20.0,20.0,4.0,4.0,1.0,1.0,2,4.0,0.0,0.0,0.0
17,7.0,180.0,1.0,11.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
842,8.0,285.0,3.0,17.0,77.0,0.0,1.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9470,16.0,253.0,6.0,32.0,0.0,0.0,1.0,51.0,51.0,14.0,14.0,2.0,2.0,7,12.0,0.0,0.0,0.0
10651,69.61602496695893,283.0,1.7691392904344383,38.76913929043444,0.0,18.461721419131123,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1993,23.0,277.0,1.0,30.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4538,6.0,250.0,1.0,15.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
7842,93.0,360.0,3.0,546.0,14.0,0.0,1.0,168.0,168.0,68.0,68.0,2.0,2.0,2,2.0,2.0,3.0,0.0
1028,17.0,180.0,1.0,10.0,0.0,0.0,0.0,14.0,15.0,1.0,1.0,1.0,1.0,1,2.0,2.0,3.0,0.0
9261,26.0,260.0,1.0,12.0,0.0,1.0,0.0,41.0,41.0,9.0,9.0,1.0,1.0,2,5.0,0.0,0.0,0.0
8484,288.0,282.0,9.0,82.0,0.0,9.0,1.0,114.0,114.0,30.0,30.0,2.0,2.0,7,14.0,0.0,0.0,0.0
5723,60.0,384.0,2.0,56.0,74.0,0.0,1.0,55.0,55.0,17.0,17.0,2.0,2.0,7,2.0,0.0,0.0,0.0
10535,143.46508056331766,298.0,1.7584863271746665,15.792431635873331,0.0,1.7584863271746665,0.0,11.810378418206334,11.810378418206334,3.8103784182063336,3.8103784182063336,2.0,2.0,7,1.0,0.0,0.0,0.0
7806,77.0,356.0,2.0,430.0,30.0,0.0,1.0,73.0,73.0,66.0,66.0,0.0,0.0,10,3.0,0.0,0.0,0.0
2787,9.0,180.0,1.0,9.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2603,88.0,180.0,1.0,8.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4497,51.0,180.0,1.0,27.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0
6700,94.0,283.0,1.0,35.0,0.0,17.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1686,16.0,205.0,1.0,49.0,4.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1977,10.0,362.0,5.0,21.0,9.0,0.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
9313,29.0,298.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8261,2.0,376.0,2.0,14.0,15.0,0.0,0.0,13.0,13.0,2.0,2.0,1.0,1.0,2,2.0,0.0,0.0,0.0
6859,77.0,262.0,1.0,21.0,0.0,1.0,0.0,29.0,29.0,17.0,17.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9382,141.0,273.0,2.0,253.0,0.0,0.0,1.0,119.0,119.0,75.0,75.0,2.0,2.0,7,3.0,0.0,0.0,0.0
4649,45.0,180.0,1.0,25.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
6137,60.0,262.0,1.0,21.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
10011,38.0,338.0,1.0,200005.0,13.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4487,8.0,180.0,1.0,112.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
3743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,71.0,71.0,56.0,56.0,1.0,1.0,2,1.0,3.0,4.0,0.0
8140,43.0,374.0,2.0,59.0,23.0,0.0,1.0,144.0,144.0,26.0,26.0,2.0,2.0,7,4.0,0.0,0.0,0.0
5829,88.0,273.0,6.0,85.0,0.0,0.0,1.0,46.0,46.0,38.0,38.0,0.0,0.0,7,6.0,0.0,0.0,0.0
6562,93.0,283.0,1.0,33.0,0.0,15.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1736,17.0,240.0,2.0,31.0,14.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
8799,25.0,300.0,12.0,48.0,12.0,0.0,1.0,47.0,47.0,13.0,13.0,1.0,1.0,2,12.0,0.0,0.0,0.0
8476,110.0,282.0,6.0,41.0,0.0,6.0,1.0,72.0,72.0,16.0,16.0,2.0,2.0,7,7.0,0.0,0.0,0.0
5727,62.0,392.0,3.0,42.0,82.0,0.0,1.0,41.0,41.0,17.0,17.0,2.0,2.0,7,3.0,0.0,0.0,0.0
6424,75.0,262.0,1.0,21.0,0.0,1.0,0.0,123.0,123.0,18.0,18.0,2.0,2.0,7,1.0,0.0,0.0,0.0
984,7.0,292.0,1.0,16.0,2.0,-1.0,2.0,29.0,29.0,1.0,1.0,1.0,1.0,2,25.0,1.0,1.0,1.0
1760,16.0,256.0,1.0,15.0,0.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,1.0,2,1.0,1.0,2.0,0.0
4834,77.0,330.0,1.0,16.0,16.0,-1.0,2.0,17.0,17.0,3.0,3.0,1.0,1.0,2,7.0,1.0,1.0,1.0
4311,5.0,180.0,1.0,16.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
10710,78.85026496973641,262.0,1.0,21.0,0.0,1.0,0.0,22.42513248486821,22.42513248486821,10.42513248486821,10.42513248486821,2.0,2.0,7,1.0,0.0,0.0,0.0
7099,81.0,283.0,1.0,30.0,0.0,13.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
3108,4.0,502.0,2.0,14.0,14.0,0.0,1.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
7580,90.0,369.0,3.0,821.0,30.0,0.0,1.0,102.0,102.0,95.0,95.0,0.0,0.0,10,3.0,0.0,0.0,0.0
4327,7.0,299.0,1.0,16.0,2.0,-1.0,2.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8652,376.0,355.0,16.0,389.0,34.0,3.0,1.0,389.0,389.0,31.0,31.0,2.0,2.0,7,16.0,0.0,0.0,0.0
9658,20.0,281.0,6.0,35.0,3.0,0.0,1.0,52.0,52.0,14.0,14.0,2.0,2.0,7,12.0,0.0,0.0,1.0
6433,80.0,272.0,1.0,21.0,0.0,1.0,0.0,30.0,30.0,4.0,4.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8854,180.0,304.0,2.0,73.0,0.0,0.0,1.0,72.0,72.0,17.0,17.0,2.0,2.0,7,2.0,0.0,0.0,0.0
1597,17.0,245.0,1.0,10.0,11.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
7776,75.0,370.0,1.0,403.0,27.0,0.0,1.0,65.0,65.0,59.0,59.0,0.0,0.0,10,2.0,0.0,0.0,0.0
1676,2.0,180.0,1.0,111612.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
1853,17.0,180.0,1.0,10.0,0.0,0.0,0.0,8.0,7.0,2.0,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0
6878,62.0,471.0,7.0,731.0,59.0,0.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
3384,9.0,180.0,1.0,216.0,0.0,0.0,0.0,8.0,7.0,2.0,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0
7069,92.0,283.0,1.0,29.0,0.0,11.0,0.0,130.0,130.0,21.0,21.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9538,21.0,288.0,7.0,104.0,0.0,0.0,1.0,29.0,29.0,10.0,10.0,2.0,2.0,7,5.0,0.0,0.0,0.0
705,16.0,180.0,1.0,10.0,0.0,0.0,0.0,12.0,12.0,5.0,5.0,1.0,1.0,2,1.0,2.0,3.0,0.0
4437,7.0,180.0,1.0,10.0,0.0,0.0,0.0,11.0,11.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3.0,0.0
4412,8.0,180.0,1.0,10.0,0.0,0.0,0.0,11.0,11.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3.0,0.0
10830,339.8128809206972,379.69964638841145,41.594763395531466,5432.79986486128,31.631705669040006,0.0,1.0,268.45888195678856,268.45888195678856,37.76517939602277,37.76517939602277,2.1954706187085704,2.1954706187085704,7,4.195470618708571,0.39094123741714104,0.5864118561257116,0.0
8607,235.0,305.0,5.0,688.0,6.0,29.0,1.0,119.0,119.0,72.0,72.0,2.0,2.0,7,5.0,0.0,0.0,0.0
3219,2.0,180.0,1.0,11.0,0.0,0.0,1.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2495,45.0,180.0,1.0,25.0,0.0,0.0,0.0,59.0,59.0,15.0,15.0,1.0,1.0,2,14.0,4.0,5.0,0.0
4252,6.0,180.0,1.0,7.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
9288,105.0,283.0,1.0,34.0,0.0,16.0,0.0,36.0,36.0,32.0,32.0,0.0,0.0,10,1.0,0.0,0.0,0.0
10018,7.0,320.0,3.0,17.0,82.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
10722,342.55547187688256,281.23231562517117,6.08078906292786,83.45457968672986,0.0,4.929262500684576,1.0,52.08078906292786,52.08078906292786,15.454579686729852,15.454579686729852,2.0,2.0,7,4.232315625171144,0.0,0.0,0.0
10204,25.920516352905775,285.0,4.480129088226444,45.88077452935866,0.0,0.0,1.0,44.88077452935866,44.88077452935866,17.960258176452886,17.960258176452886,2.0,2.0,7,4.480129088226444,0.0,0.0,0.0
6097,38.0,298.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
3840,13.0,291.0,1.0,27.0,3.0,0.0,0.0,9.0,19632.0,3.0,6668.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5735,51.0,391.0,1.0,35.0,81.0,0.0,1.0,34.0,34.0,15.0,15.0,2.0,2.0,7,1.0,0.0,0.0,0.0
11082,20.79136119389327,290.6378706463109,6.73621293536891,90.84650945241762,2.6378706463108967,0.0,1.0,53.73621293536891,53.73621293536891,22.362129353689102,22.362129353689102,2.0,2.0,7,6.110296517048718,0.0,0.0,0.0
5914,31.0,314.0,8.0,42.0,28.0,0.0,1.0,41.0,41.0,11.0,11.0,2.0,2.0,7,8.0,0.0,0.0,0.0
7214,57.0,226.0,4.0,284.0,0.0,0.0,1.0,66.0,66.0,34.0,34.0,2.0,2.0,7,4.0,0.0,0.0,0.0
5849,344.0,382.0,52.0,248.0,31.0,0.0,1.0,187.0,187.0,54.0,54.0,1.0,1.0,2,52.0,0.0,0.0,0.0
7870,96.0,334.0,2.0,678.0,14.0,0.0,1.0,195.0,195.0,187.0,187.0,0.0,0.0,10,4.0,0.0,0.0,0.0
8389,239.0,433.0,2.0,252.0,27.0,0.0,1.0,208.0,208.0,94.0,94.0,4.0,4.0,7,2.0,2.0,3.0,0.0
10139,376.2148931465698,282.0,12.78510685343017,114.81808769386593,0.0,12.78510685343017,1.0,99.14042741372067,99.14042741372067,25.785106853430168,25.785106853430168,2.0,2.0,7,11.892553426715084,0.0,0.0,0.0
7007,36.0,260.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6071,38.0,294.0,1.0,64.0,0.0,0.0,1.0,23.0,23.0,11.0,11.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6547,90.0,283.0,2.0,36.0,0.0,15.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2239,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,818.0,819.0,377.0,377.0,28.0,30.0,15,1.0,1.0,1.0,1.0
7132,84.0,262.0,1.0,21.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
8606,122.0,305.0,4.0,676.0,6.0,31.0,1.0,60.0,60.0,33.0,33.0,2.0,2.0,7,2.0,0.0,0.0,0.0
8756,18.0,306.0,1.0,26.0,13.0,0.0,1.0,25.0,25.0,11.0,11.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9796,39.0,288.0,13.0,158.0,0.0,0.0,1.0,36.0,36.0,10.0,10.0,2.0,2.0,7,7.0,0.0,0.0,0.0
7857,63.0,452.0,2.0,273.0,26.0,0.0,1.0,49.0,49.0,44.0,44.0,0.0,0.0,10,1.0,0.0,0.0,0.0
2031,10.0,256.0,1.0,16.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4227,95.0,180.0,1.0,9.0,0.0,0.0,0.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
2358,5.0,246.0,1.0,16.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
9812,15.0,252.0,7.0,34.0,0.0,0.0,1.0,44.0,44.0,11.0,11.0,1.0,1.0,2,11.0,0.0,0.0,0.0
836,3.0,250.0,1.0,15.0,0.0,0.0,0.0,15.0,15.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2.0,0.0
5769,57.0,358.0,2.0,43.0,48.0,0.0,1.0,42.0,42.0,18.0,18.0,2.0,2.0,7,2.0,0.0,0.0,0.0
3809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,380.0,380.0,20.0,20.0,0.0,0.0,2,1.0,0.0,0.0,1.0
9845,110.0,282.0,2.0,227.0,0.0,1.0,1.0,48.0,48.0,28.0,28.0,0.0,0.0,14,3.0,0.0,0.0,0.0
10052,87.0,283.0,1.0,28.614219339886258,0.0,10.614219339886258,0.0,44.871406446628754,44.871406446628754,36.95007743679937,36.95007743679937,0.0,0.0,7,5.921329009829386,0.0,0.0,0.0
7944,95.0,346.0,2.0,472.0,15.0,0.0,1.0,165.0,165.0,71.0,71.0,4.0,4.0,7,5.0,0.0,0.0,0.0
3126,7.0,296.0,1.0,16.0,2.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3296,17.0,333.0,9.0,29.0,13.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6767,74.0,333.0,3.0,39.0,60.0,0.0,1.0,24.0,24.0,12.0,12.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2718,17.0,371.0,9.0,29.0,19.0,0.0,1.0,8.0,7.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
660,37.0,336.0,6.0,28.0,16.0,6.0,1.0,13.0,13.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
11109,137.3215132954931,262.26430265909863,2.0,24.0,0.0,2.0,0.0,10.823798227267586,10.823798227267586,3.0881008863662065,3.0881008863662065,1.9118991136337935,1.9118991136337935,6,1.0881008863662065,0.0,0.0,0.0
7714,85.0,456.0,2.0,505.0,30.0,0.0,1.0,50.0,50.0,43.0,43.0,0.0,0.0,10,3.0,0.0,0.0,0.0
3727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,44.0,44.0,23.0,23.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8032,46.0,391.0,2.0,95.0,25.0,0.0,1.0,457.0,457.0,48.0,48.0,4.0,4.0,12,4.0,1.0,2.0,0.0
3688,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,95.0,95.0,52.0,52.0,1.0,1.0,2,1.0,4.0,5.0,0.0
1309,6.0,248.0,1.0,10.0,12.0,0.0,0.0,11.0,11.0,2.0,2.0,1.0,1.0,2,2.0,1.0,2.0,0.0
8205,338.0,371.0,1.0,7.0,12.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8928,24.0,298.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
7412,68.0,366.0,6.0,438.0,18.0,0.0,1.0,59.0,59.0,49.0,49.0,0.0,0.0,10,6.0,0.0,0.0,0.0
2326,8.0,180.0,1.0,11.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
10864,81.90915976579534,282.9091597657953,1.1816804684093298,33.09084023420466,0.0,13.909917189544021,0.09084023420466492,42.54579882897668,42.54579882897668,13.63663906318134,13.63663906318134,2.0,2.0,7,1.2725207026139946,0.0,0.0,0.0
2461,9.0,259.0,1.0,10.0,11.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
1512,14.0,224.0,0.0,20.0,7.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
8884,121.0,273.0,14.0,114.0,0.0,0.0,1.0,70.0,70.0,54.0,54.0,0.0,0.0,7,14.0,0.0,0.0,0.0
6222,41.0,297.0,10.0,391.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
3353,244.0,343.0,1.0,21.0,46.0,0.0,1.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
982,10.0,180.0,15.0,45.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
